event_time,user_host,thread_id,server_id,command_type,argument
"2023-10-14 15:20:13.038778","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:20:35.659236","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:27:43.451330","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:27:43.483087","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:27:43.488545","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:27:43.488951","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:27:56.109417","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:27:56.220573","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:27:56.221288","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:27:56.221563","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:28:53.258867","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:28:53.366354","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:28:53.367737","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:28:53.368064","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:29:18.442963","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:35:00.090423","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:35:17.304399","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:35:17.313859","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:35:17.316273","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:35:17.316686","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:35:17.317896","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:35:31.016323","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:38:59.663159","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:38:59.685446","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:39:30.942875","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:39:30.968789","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:39:30.970230","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:39:30.970564","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:39:41.517732","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:39:41.542214","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:39:41.550518","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:39:41.557313","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:39:41.724208","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:39:41.728666","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:39:41.729707","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:39:41.731522","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:39:41.820851","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:39:41.830824","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:39:41.832436","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:39:41.834878","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:39:41.913947","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:39:41.916689","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:39:41.917881","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:39:41.919251","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:39:41.928204","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:39:41.930972","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:39:41.932068","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:39:41.935696","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:39:42.008889","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:39:42.019778","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:39:42.020846","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:39:42.021971","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:39:52.680670","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:39:52.705697","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:39:52.706481","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:39:52.706806","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:40:08.273865","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:40:08.281204","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:40:08.282089","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:40:08.282393","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:40:08.282892","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:40:31.852714","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:40:31.870787","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:40:31.872154","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:40:31.872612","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:40:31.873343","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:40:38.334043","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:40:38.345178","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:40:38.346153","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:40:38.346621","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:40:38.347218","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:41:23.896188","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:41:23.922885","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:41:23.923675","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:41:23.923988","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:42:04.284895","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:42:04.311476","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:42:04.312330","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:42:04.312674","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:42:54.102393","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:42:54.128180","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:42:54.129087","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:42:54.129464","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:43:32.790232","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:43:32.798004","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:43:44.078989","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:43:56.669080","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:43:56.696016","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:43:56.697059","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:43:56.697417","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:44:28.115969","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:44:45.526307","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:44:45.543145","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:44:45.545337","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:44:45.545963","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:45:49.662901","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:45:49.673168","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:45:49.689288","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:46:26.836129","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:46:26.846260","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:46:26.859564","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:46:26.872305","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:46:26.885009","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:47:40.572804","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:47:40.600468","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:47:40.601286","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:47:40.601583","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:47:54.032239","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:47:54.042594","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:47:54.044027","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:47:54.044692","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:47:54.045574","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:48:03.609950","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:48:03.621388","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:48:03.636876","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:48:03.649497","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:48:03.667903","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:48:03.697191","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:48:03.705876","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:48:35.741520","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:48:35.766550","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:48:35.771750","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:48:35.772087","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:48:50.464188","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:48:50.487712","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:48:50.488370","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:48:50.488679","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:48:59.609492","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:48:59.619326","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:48:59.633621","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:48:59.645292","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:48:59.660713","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:49:50.569810","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:49:50.597806","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:49:50.598979","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:49:50.599309","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:50:44.359857","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:50:44.365132","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:50:44.367317","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:54:14.435828","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:54:14.462615","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:54:14.466190","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:54:14.468653","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:54:14.629702","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:54:14.633383","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:54:14.634623","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:54:14.636308","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:54:14.723227","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:54:14.730305","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:54:14.731325","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:54:14.733024","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:54:14.816732","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:54:14.821336","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:54:14.822443","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:54:14.823876","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:54:14.833030","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:54:14.837012","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:54:14.838363","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:54:14.840233","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:54:14.911150","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 15:54:14.923137","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:54:14.924111","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 15:54:14.925330","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 17:21:20.649454","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 17:34:37.213958","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 17:34:37.309700","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 17:35:40.023314","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 17:35:40.043784","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 17:35:40.050327","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 17:35:40.051059","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 17:35:40.054400","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 18:02:05.734586","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 18:02:05.817421","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 18:02:05.822286","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 18:02:05.822626","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 18:02:38.673614","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 18:02:38.736291","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 18:02:38.736963","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 18:02:38.737250","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 18:02:59.255123","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 18:02:59.321528","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 18:02:59.322181","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 18:02:59.322483","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 18:03:12.497380","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 18:03:12.566333","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 18:03:12.567887","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 18:03:12.568165","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 18:53:14.621210","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 18:53:14.677890","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 18:53:14.703652","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 18:53:14.717592","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 18:53:14.891349","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 18:56:13.392037","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 18:56:19.744554","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 18:56:19.753366","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 18:56:19.757611","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 18:56:19.860948","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 18:58:07.924709","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 18:58:07.931650","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 18:58:29.714447","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 18:58:29.719541","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 18:58:29.724447","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 18:58:29.830141","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 19:00:59.791532","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 19:00:59.801407","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 19:00:59.805776","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 19:00:59.823356","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 19:03:31.498707","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 19:03:31.508402","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 19:03:31.514257","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 19:03:31.601333","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 19:05:27.287799","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 19:05:27.299405","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 19:05:27.301449","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 19:07:02.331116","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 19:07:02.366188","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 19:07:02.377633","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 19:07:02.381596","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 19:07:02.558805","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 19:07:02.564367","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 19:07:02.565655","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 19:07:02.567861","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 19:07:02.656804","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 19:07:02.666386","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 19:07:02.667475","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 19:07:02.669319","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 19:07:02.751471","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 19:07:02.756066","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 19:07:02.757491","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 19:07:02.759136","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 19:07:02.769869","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 19:07:02.774394","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 19:07:02.775759","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 19:07:02.779582","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 19:07:02.854925","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 19:07:02.866899","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 19:07:02.872715","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 19:07:02.873636","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 19:16:09.885811","root[root] @ localhost [::1]",9,1,Query,...
"2023-10-14 19:16:09.925308","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 19:16:09.936084","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 19:16:09.936683","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 19:16:09.939885","root[root] @ localhost [::1]",8,1,Query,...
"2023-10-14 19:38:47.951950","root[root] @ localhost [::1]",9,1,Quit,
"2023-10-14 19:38:47.958849","root[root] @ localhost [::1]",8,1,Quit,
"2023-10-14 19:38:55.656997","[root] @ localhost [::1]",10,1,Connect,...
"2023-10-14 19:38:55.666695","root[root] @ localhost [::1]",10,1,Query,...
"2023-10-14 19:38:55.673946","root[root] @ localhost [::1]",10,1,Query,...
"2023-10-14 19:38:55.680074","root[root] @ localhost [::1]",10,1,Query,...
"2023-10-14 19:38:55.680442","root[root] @ localhost [::1]",10,1,Query,...
"2023-10-14 19:38:55.681987","root[root] @ localhost [::1]",10,1,Query,...
"2023-10-14 19:38:55.704714","root[root] @ localhost [::1]",10,1,Query,...
"2023-10-14 19:38:55.706047","root[root] @ localhost [::1]",10,1,Query,...
"2023-10-14 19:38:55.720203","root[root] @ localhost [::1]",10,1,Query,...
"2023-10-14 19:38:55.720679","root[root] @ localhost [::1]",10,1,Query,...
"2023-10-14 19:38:55.725906","root[root] @ localhost [::1]",10,1,Query,...
"2023-10-14 19:38:55.726344","root[root] @ localhost [::1]",10,1,Query,...
"2023-10-14 19:38:55.731248","[root] @ localhost [::1]",11,1,Connect,...
"2023-10-14 19:38:55.731525","root[root] @ localhost [::1]",11,1,Query,...
"2023-10-14 19:38:55.731677","root[root] @ localhost [::1]",11,1,Query,...
"2023-10-14 19:38:55.731831","root[root] @ localhost [::1]",11,1,Query,...
"2023-10-14 19:38:55.731997","root[root] @ localhost [::1]",11,1,Query,...
"2023-10-14 19:38:55.732095","root[root] @ localhost [::1]",11,1,Query,...
"2023-10-14 19:38:55.732366","root[root] @ localhost [::1]",11,1,Query,...
"2023-10-14 19:38:55.732505","root[root] @ localhost [::1]",11,1,Query,...
"2023-10-14 19:38:55.733175","root[root] @ localhost [::1]",11,1,Query,...
